,,Sensitivity,,Specificity
12734,2.778,0.94,-2.591,0.07
12735,2.778,0.94,-2.591,0.07
12736,2.865,0.95,6.001,1.00
12737,2.865,0.95,6.001,1.00
12738,2.865,0.95,6.001,1.00
12739,2.865,0.95,6.001,1.00
12740,2.865,0.95,6.001,1.00
12741,3.361,0.97,-21.84,0.00
12742,3.786,0.98,-5.618,0.00
12743,3.786,0.98,-5.618,0.00
12744,3.568,0.97,13.49,1.00
12745,2.599,0.93,11.85,1.00
12746,2.689,0.94,2.793,0.94
12747,2.689,0.94,2.793,0.94
12748,2.689,0.94,2.793,0.94
12749,2.689,0.94,2.793,0.94
12750,2.689,0.94,2.793,0.94
12751,3.841,0.98,22.65,1.00
12752,3.841,0.98,22.65,1.00
12753,3.841,0.98,22.65,1.00
12754,3.841,0.98,22.65,1.00
12755,2.954,0.95,1.323,0.79
12756,2.954,0.95,1.323,0.79
12757,2.954,0.95,1.323,0.79
12758,2.954,0.95,1.323,0.79
12759,2.954,0.95,1.323,0.79
12760,2.954,0.95,1.323,0.79
12761,3.328,0.97,-5.274,0.01
12762,2.587,0.93,4.221,0.99
12763,2.587,0.93,4.221,0.99
12764,2.587,0.93,4.221,0.99
12765,2.587,0.93,4.221,0.99
12766,2.587,0.93,4.221,0.99
12767,2.587,0.93,4.221,0.99
12768,2.587,0.93,4.221,0.99
12769,2.587,0.93,4.221,0.99
12770,2.441,0.92,5.462,1.00
12771,2.831,0.94,-10.36,0.00
12772,2.831,0.94,-10.36,0.00
12773,3.496,0.97,8.562,1.00
12774,3.496,0.97,8.562,1.00
12775,3.496,0.97,8.562,1.00
12776,3.418,0.97,5.272,0.99
12777,3.418,0.97,5.272,0.99
12778,3.418,0.97,5.272,0.99
12779,2.984,0.95,2.784,0.94
12780,2.984,0.95,2.784,0.94
12781,3.36,0.97,-19.44,0.00
12782,4.088,0.98,3.725,0.98
12783,4.088,0.98,3.725,0.98
12784,4.088,0.98,3.725,0.98
12785,4.088,0.98,3.725,0.98
12786,4.088,0.98,3.725,0.98
12787,4.088,0.98,3.725,0.98
12788,4.088,0.98,3.725,0.98
12789,4.088,0.98,3.725,0.98
12790,4.088,0.98,3.725,0.98
12791,2.91,0.95,-4.075,0.02
12792,4.105,0.98,0.399,0.60
12793,3.949,0.98,4.392,0.99
12794,3.949,0.98,4.392,0.99
12795,3.949,0.98,4.392,0.99
12796,4.187,0.99,3.997,0.98
12797,4.187,0.99,3.997,0.98
12798,4.187,0.99,3.997,0.98
12799,4.187,0.99,3.997,0.98
12800,3.728,0.98,5.859,1.00
12801,2.221,0.90,-1.223,0.23
12802,2.916,0.95,5.029,0.99
12803,2.916,0.95,5.029,0.99
12804,2.916,0.95,5.029,0.99
12805,2.916,0.95,5.029,0.99
12806,2.916,0.95,5.029,0.99
12807,2.916,0.95,5.029,0.99
12808,2.916,0.95,5.029,0.99
12809,2.916,0.95,5.029,0.99
12810,3.781,0.98,4.14,0.98
12811,4.552,0.99,-1.057,0.26
12812,2.421,0.92,2.316,0.91
12813,2.421,0.92,2.316,0.91
12814,2.421,0.92,2.316,0.91
12815,2.421,0.92,2.316,0.91
12816,2.421,0.92,2.316,0.91
12817,2.421,0.92,2.316,0.91
12818,2.421,0.92,2.316,0.91
12819,2.421,0.92,2.316,0.91
12820,3.208,0.96,7.244,1.00
12821,4.488,0.99,10.33,1.00
12822,4.488,0.99,10.33,1.00
12823,4.974,0.99,1.988,0.88
12824,4.974,0.99,1.988,0.88
12825,4.974,0.99,1.988,0.88
12826,4.974,0.99,1.988,0.88
12827,4.974,0.99,1.988,0.88
12828,4.974,0.99,1.988,0.88
12829,4.974,0.99,1.988,0.88
12830,4.974,0.99,1.988,0.88
12831,3.389,0.97,1.547,0.82
12832,3.389,0.97,1.547,0.82
12833,3.389,0.97,1.547,0.82
12834,3.389,0.97,1.547,0.82
12835,3.389,0.97,1.547,0.82
12836,3.155,0.96,12.23,1.00
12837,3.155,0.96,12.23,1.00
12838,3.038,0.95,9.334,1.00
12839,3.038,0.95,9.334,1.00
12840,3.038,0.95,9.334,1.00
12841,3.228,0.96,-6.945,0.00
12842,4.041,0.98,4.737,0.99
12843,4.041,0.98,4.737,0.99
12844,4.041,0.98,4.737,0.99
12845,3.953,0.98,5.362,1.00
12846,3.953,0.98,5.362,1.00
12847,3.953,0.98,5.362,1.00
12848,3.953,0.98,5.362,1.00
12849,3.953,0.98,5.362,1.00
12850,2.967,0.95,4.95,0.99
12851,2.886,0.95,3.454,0.97
12852,2.886,0.95,3.454,0.97
12853,2.886,0.95,3.454,0.97
12854,2.886,0.95,3.454,0.97
12855,2.886,0.95,3.454,0.97
12856,2.886,0.95,3.454,0.97
12857,2.886,0.95,3.454,0.97
12858,2.886,0.95,3.454,0.97
12859,2.886,0.95,3.454,0.97
12860,2.886,0.95,3.454,0.97
12861,3.948,0.98,7.265,1.00
12862,3.948,0.98,7.265,1.00
12863,3.948,0.98,7.265,1.00
12864,3.948,0.98,7.265,1.00
12865,3.948,0.98,7.265,1.00
12866,3.948,0.98,7.265,1.00
12867,3.948,0.98,7.265,1.00
12868,3.948,0.98,7.265,1.00
12869,3.948,0.98,7.265,1.00
12870,3.948,0.98,7.265,1.00
12871,4.181,0.98,0.371,0.59
12872,2.074,0.89,0.7625,0.68
12873,2.074,0.89,0.7625,0.68
12874,2.074,0.89,0.7625,0.68
12875,2.074,0.89,0.7625,0.68
12876,2.074,0.89,0.7625,0.68
12877,2.074,0.89,0.7625,0.68
12878,2.074,0.89,0.7625,0.68
12879,3.338,0.97,3.621,0.97
12880,3.338,0.97,3.621,0.97
12881,3.645,0.97,-7.64,0.00
12882,3.645,0.97,-7.64,0.00
12883,2.925,0.95,-0.9093,0.29
12884,4.294,0.99,0.3955,0.60
12885,3.961,0.98,1.06,0.74
12886,3.961,0.98,1.06,0.74
12887,3.961,0.98,1.06,0.74
12888,3.219,0.96,1.383,0.80
12889,3.345,0.97,13.04,1.00
12890,3.345,0.97,13.04,1.00
12891,4.842,0.99,-3.059,0.04
12892,0.5518,0.63,5.532,1.00
12893,0.5518,0.63,5.532,1.00
12894,0.5518,0.63,5.532,1.00
12895,0.5518,0.63,5.532,1.00
12896,0.5518,0.63,5.532,1.00
12897,0.5518,0.63,5.532,1.00
12898,0.5518,0.63,5.532,1.00
12899,0.5518,0.63,5.532,1.00
12900,0.5518,0.63,5.532,1.00
12901,3.055,0.95,-10.23,0.00
12902,3.402,0.97,4.051,0.98
12903,3.402,0.97,4.051,0.98
12904,3.402,0.97,4.051,0.98
12905,3.402,0.97,4.051,0.98
12906,3.402,0.97,4.051,0.98
12907,3.402,0.97,4.051,0.98
12908,3.402,0.97,4.051,0.98
12909,3.402,0.97,4.051,0.98
12910,3.402,0.97,4.051,0.98
12911,3.497,0.97,-15.56,0.00
12912,3.475,0.97,11.62,1.00
12913,3.475,0.97,11.62,1.00
12914,3.531,0.97,3.672,0.98
12915,3.531,0.97,3.672,0.98
12916,3.531,0.97,3.672,0.98
12917,3.531,0.97,3.672,0.98
12918,3.531,0.97,3.672,0.98
12919,3.531,0.97,3.672,0.98
12920,3.531,0.97,3.672,0.98
12921,3.532,0.97,-14.43,0.00
12922,3.269,0.96,-13.21,0.00
12923,3.277,0.96,-7.452,0.00
12924,3.677,0.98,3.95,0.98
12925,3.677,0.98,3.95,0.98
12926,3.677,0.98,3.95,0.98
12927,3.677,0.98,3.95,0.98
12928,2.59,0.93,4.838,0.99
12929,2.59,0.93,4.838,0.99
12930,2.59,0.93,4.838,0.99
12931,3.872,0.98,1.795,0.86
12932,3.872,0.98,1.795,0.86
12933,3.872,0.98,1.795,0.86
12934,3.31,0.96,7.402,1.00
12935,3.31,0.96,7.402,1.00
12936,3.812,0.98,2.907,0.95
12937,3.812,0.98,2.907,0.95
12938,3.812,0.98,2.907,0.95
12939,3.812,0.98,2.907,0.95
12940,3.812,0.98,2.907,0.95
12941,2.941,0.95,0.07319,0.52
12942,3.935,0.98,21.53,1.00
12943,3.935,0.98,21.53,1.00
12944,3.935,0.98,21.53,1.00
12945,3.06,0.96,2.895,0.95
12946,3.06,0.96,2.895,0.95
12947,3.06,0.96,2.895,0.95
12948,3.06,0.96,2.895,0.95
12949,3.06,0.96,2.895,0.95
12950,4.737,0.99,2.77,0.94
12951,4.618,0.99,-11.8,0.00
12952,0.2896,0.57,14.11,1.00
12953,0.2896,0.57,14.11,1.00
12954,0.2896,0.57,14.11,1.00
12955,0.2896,0.57,14.11,1.00
12956,0.2896,0.57,14.11,1.00
12957,0.2896,0.57,14.11,1.00
12958,0.2896,0.57,14.11,1.00
12959,0.2896,0.57,14.11,1.00
12960,0.2896,0.57,14.11,1.00
12961,3.186,0.96,3.595,0.97
12962,3.186,0.96,3.595,0.97
12963,3.186,0.96,3.595,0.97
12964,3.186,0.96,3.595,0.97
12965,3.186,0.96,3.595,0.97
12966,3.186,0.96,3.595,0.97
12967,3.186,0.96,3.595,0.97
12968,3.186,0.96,3.595,0.97
12969,3.186,0.96,3.595,0.97
12970,3.186,0.96,3.595,0.97
12971,4.402,0.99,-19.97,0.00
12972,2.363,0.91,-12.61,0.00
12973,3.396,0.97,3.612,0.97
12974,3.396,0.97,3.612,0.97
12975,3.396,0.97,3.612,0.97
12976,3.396,0.97,3.612,0.97
12977,3.396,0.97,3.612,0.97
12978,3.396,0.97,3.612,0.97
12979,3.396,0.97,3.612,0.97
12980,3.396,0.97,3.612,0.97
12981,4.446,0.99,1.488,0.82
12982,4.446,0.99,1.488,0.82
12983,4.446,0.99,1.488,0.82
12984,4.446,0.99,1.488,0.82
12985,4.446,0.99,1.488,0.82
12986,4.446,0.99,1.488,0.82
12987,4.446,0.99,1.488,0.82
12988,4.27,0.99,3.921,0.98
12989,4.27,0.99,3.921,0.98
12990,4.27,0.99,3.921,0.98
12991,3.61,0.97,-5.432,0.00
12992,3.61,0.97,-5.432,0.00
12993,2.946,0.95,-2.142,0.11
12994,2.304,0.91,4.285,0.99
12995,4.178,0.98,5.4,1.00
12996,4.178,0.98,5.4,1.00
12997,4.178,0.98,5.4,1.00
12998,4.178,0.98,5.4,1.00
12999,4.178,0.98,5.4,1.00
13000,4.178,0.98,5.4,1.00
13001,3.433,0.97,1.617,0.83
13002,3.433,0.97,1.617,0.83
13003,3.15,0.96,4.985,0.99
13004,3.15,0.96,4.985,0.99
13005,3.15,0.96,4.985,0.99
13006,3.15,0.96,4.985,0.99
13007,3.15,0.96,4.985,0.99
13008,3.15,0.96,4.985,0.99
13009,3.15,0.96,4.985,0.99
13010,3.15,0.96,4.985,0.99
13011,3.719,0.98,-2.879,0.05
13012,2.576,0.93,1.462,0.81
13013,2.576,0.93,1.462,0.81
13014,2.576,0.93,1.462,0.81
13015,2.576,0.93,1.462,0.81
13016,2.576,0.93,1.462,0.81
13017,2.576,0.93,1.462,0.81
13018,2.576,0.93,1.462,0.81
13019,3.574,0.97,8.189,1.00
13020,3.574,0.97,8.189,1.00
13021,4.387,0.99,-7.323,0.00
13022,4.387,0.99,-7.323,0.00
13023,3.778,0.98,4.415,0.99
13024,3.778,0.98,4.415,0.99
13025,3.778,0.98,4.415,0.99
13026,3.778,0.98,4.415,0.99
13027,3.778,0.98,4.415,0.99
13028,3.778,0.98,4.415,0.99
13029,3.778,0.98,4.415,0.99
13030,3.778,0.98,4.415,0.99
13031,3.039,0.95,14.52,1.00
13032,3.039,0.95,14.52,1.00
13033,3.776,0.98,6.636,1.00
13034,3.776,0.98,6.636,1.00
13035,3.622,0.97,7.232,1.00
13036,3.613,0.97,8.764,1.00
13037,2.962,0.95,6.287,1.00
13038,2.428,0.92,4.69,0.99
13039,2.428,0.92,4.69,0.99
13040,2.428,0.92,4.69,0.99
13041,4.186,0.99,-11.45,0.00
13042,2.821,0.94,-6.058,0.00
13043,2.821,0.94,-6.058,0.00
13044,3.116,0.96,6.73,1.00
13045,3.562,0.97,4.128,0.98
13046,2.857,0.95,2.382,0.92
13047,2.857,0.95,2.382,0.92
13048,3.38,0.97,8.168,1.00
13049,3.126,0.96,3.138,0.96
13050,3.707,0.98,3.495,0.97
13051,3.277,0.96,-5.552,0.00
13052,4.429,0.99,3.326,0.97
13053,4.429,0.99,3.326,0.97
13054,4.429,0.99,3.326,0.97
13055,4.429,0.99,3.326,0.97
13056,4.429,0.99,3.326,0.97
13057,4.429,0.99,3.326,0.97
13058,4.429,0.99,3.326,0.97
13059,4.429,0.99,3.326,0.97
13060,3.332,0.97,5.169,0.99
13061,3.78,0.98,-9.267,0.00
13062,2.924,0.95,3.955,0.98
13063,2.924,0.95,3.955,0.98
13064,2.924,0.95,3.955,0.98
13065,2.924,0.95,3.955,0.98
13066,2.924,0.95,3.955,0.98
13067,2.924,0.95,3.955,0.98
13068,2.924,0.95,3.955,0.98
13069,2.924,0.95,3.955,0.98
13070,2.924,0.95,3.955,0.98
13071,2.958,0.95,0.3903,0.60
13072,3.96,0.98,7.262,1.00
13073,3.96,0.98,7.262,1.00
13074,3.96,0.98,7.262,1.00
13075,3.96,0.98,7.262,1.00
13076,3.96,0.98,7.262,1.00
13077,3.781,0.98,4.517,0.99
13078,3.781,0.98,4.517,0.99
13079,3.781,0.98,4.517,0.99
13080,3.781,0.98,4.517,0.99
13081,3.44,0.97,2.371,0.91
13082,3.44,0.97,2.371,0.91
13083,3.44,0.97,2.371,0.91
13084,3.44,0.97,2.371,0.91
13085,3.44,0.97,2.371,0.91
13086,2.757,0.94,8.666,1.00
13087,2.703,0.94,8.984,1.00
13088,2.703,0.94,8.984,1.00
13089,2.703,0.94,8.984,1.00
13090,2.703,0.94,8.984,1.00
13091,4.763,0.99,-15.37,0.00
13092,3.359,0.97,22.56,1.00
13093,3.359,0.97,22.56,1.00
13094,3.359,0.97,22.56,1.00
13095,3.527,0.97,14.09,1.00
13096,3.527,0.97,14.09,1.00
13097,3.527,0.97,14.09,1.00
13098,3.527,0.97,14.09,1.00
13099,2.307,0.91,7.78,1.00
13100,2.307,0.91,7.78,1.00
13101,3.708,0.98,-4.124,0.02
13102,3.708,0.98,-4.124,0.02
13103,3.708,0.98,-4.124,0.02
13104,3.708,0.98,-4.124,0.02
13105,2.98,0.95,4.739,0.99
13106,2.98,0.95,4.739,0.99
13107,2.98,0.95,4.739,0.99
13108,2.98,0.95,4.739,0.99
13109,2.98,0.95,4.739,0.99
13110,2.98,0.95,4.739,0.99
13111,2.658,0.93,-7.015,0.00
13112,2.658,0.93,-7.015,0.00
13113,2.658,0.93,-7.015,0.00
13114,2.658,0.93,-7.015,0.00
13115,3.045,0.95,9.286,1.00
13116,3.045,0.95,9.286,1.00
13117,3.045,0.95,9.286,1.00
13118,3.333,0.97,3.703,0.98
13119,3.333,0.97,3.703,0.98
13120,3.333,0.97,3.703,0.98
13121,3.416,0.97,3.284,0.96
13122,3.416,0.97,3.284,0.96
13123,3.416,0.97,3.284,0.96
13124,3.416,0.97,3.284,0.96
13125,3.416,0.97,3.284,0.96
13126,3.416,0.97,3.284,0.96
13127,3.416,0.97,3.284,0.96
13128,3.416,0.97,3.284,0.96
13129,3.416,0.97,3.284,0.96
13130,3.416,0.97,3.284,0.96
13131,3.315,0.96,-13.3,0.00
13132,3.565,0.97,1.306,0.79
13133,3.496,0.97,11.69,1.00
13134,3.496,0.97,11.69,1.00
13135,3.496,0.97,11.69,1.00
13136,3.919,0.98,6.648,1.00
13137,3.919,0.98,6.648,1.00
13138,3.919,0.98,6.648,1.00
13139,3.919,0.98,6.648,1.00
13140,3.919,0.98,6.648,1.00
13141,3.654,0.97,12.24,1.00
13142,3.654,0.97,12.24,1.00
13143,3.654,0.97,12.24,1.00
13144,3.654,0.97,12.24,1.00
13145,3.654,0.97,12.24,1.00
13146,3.654,0.97,12.24,1.00
13147,3.654,0.97,12.24,1.00
13148,3.472,0.97,3.367,0.97
13149,3.472,0.97,3.367,0.97
13150,3.472,0.97,3.367,0.97
13151,3.882,0.98,0.008074,0.50
13152,3.882,0.98,0.008074,0.50
13153,3.882,0.98,0.008074,0.50
13154,3.255,0.96,5.012,0.99
13155,3.255,0.96,5.012,0.99
13156,3.538,0.97,4.413,0.99
13157,3.538,0.97,4.413,0.99
13158,3.538,0.97,4.413,0.99
13159,3.538,0.97,4.413,0.99
13160,3.389,0.97,4.395,0.99
13161,4.14,0.98,-2.48,0.08
13162,3.121,0.96,1.325,0.79
13163,3.121,0.96,1.325,0.79
13164,3.121,0.96,1.325,0.79
13165,3.121,0.96,1.325,0.79
13166,3.121,0.96,1.325,0.79
13167,3.121,0.96,1.325,0.79
13168,3.121,0.96,1.325,0.79
13169,3.121,0.96,1.325,0.79
13170,2.953,0.95,7.614,1.00
13171,4.4,0.99,-3.022,0.05
13172,1.838,0.86,-2.603,0.07
13173,1.838,0.86,-2.603,0.07
13174,2.771,0.94,4.466,0.99
13175,2.771,0.94,4.466,0.99
13176,2.771,0.94,4.466,0.99
13177,2.771,0.94,4.466,0.99
13178,2.771,0.94,4.466,0.99
13179,2.771,0.94,4.466,0.99
13180,2.771,0.94,4.466,0.99
13181,5.904,1.00,-9.514,0.00
13182,5.904,1.00,-9.514,0.00
13183,5.904,1.00,-9.514,0.00
13184,-2.501,0.08,22.49,1.00
13185,-2.501,0.08,22.49,1.00
13186,-2.501,0.08,22.49,1.00
13187,-2.501,0.08,22.49,1.00
13188,-2.501,0.08,22.49,1.00
13189,-2.501,0.08,22.49,1.00
13190,-2.501,0.08,22.49,1.00
13191,4.352,0.99,3.437,0.97
13192,4.352,0.99,3.437,0.97
13193,4.352,0.99,3.437,0.97
13194,4.352,0.99,3.437,0.97
13195,4.352,0.99,3.437,0.97
13196,4.352,0.99,3.437,0.97
13197,4.352,0.99,3.437,0.97
13198,4.352,0.99,3.437,0.97
13199,4.352,0.99,3.437,0.97
13200,4.352,0.99,3.437,0.97
13201,2.823,0.94,-14.65,0.00
13202,3.66,0.97,24.41,1.00
13203,3.66,0.97,24.41,1.00
13204,4.154,0.98,12.85,1.00
13205,4.154,0.98,12.85,1.00
13206,4.154,0.98,12.85,1.00
13207,4.154,0.98,12.85,1.00
13208,4.154,0.98,12.85,1.00
13209,4.154,0.98,12.85,1.00
13210,3.908,0.98,7.18,1.00
13211,2.731,0.94,-1.775,0.14
13212,3.078,0.96,8.853,1.00
13213,3.078,0.96,8.853,1.00
13214,3.078,0.96,8.853,1.00
13215,3.078,0.96,8.853,1.00
13216,3.078,0.96,8.853,1.00
13217,3.078,0.96,8.853,1.00
13218,3.078,0.96,8.853,1.00
13219,3.627,0.97,3.558,0.97
13220,3.627,0.97,3.558,0.97
13221,3.484,0.97,-10.71,0.00
13222,4.469,0.99,15.6,1.00
13223,4.469,0.99,15.6,1.00
13224,4.469,0.99,15.6,1.00
13225,4.469,0.99,15.6,1.00
13226,4.469,0.99,15.6,1.00
13227,4.469,0.99,15.6,1.00
13228,4.469,0.99,15.6,1.00
13229,4.469,0.99,15.6,1.00
13230,4.469,0.99,15.6,1.00
13231,3.84,0.98,-18.99,0.00
13232,4.98,0.99,-10.02,0.00
13233,4.98,0.99,-10.02,0.00
13234,4.98,0.99,-10.02,0.00
13235,1.742,0.85,12.07,1.00
13236,1.742,0.85,12.07,1.00
13237,1.742,0.85,12.07,1.00
13238,2.44,0.92,5.636,1.00
13239,2.44,0.92,5.636,1.00
13240,2.44,0.92,5.636,1.00
13241,3.815,0.98,1.119,0.75
13242,3.815,0.98,1.119,0.75
13243,3.815,0.98,1.119,0.75
13244,3.815,0.98,1.119,0.75
13245,3.815,0.98,1.119,0.75
13246,2.617,0.93,11.21,1.00
13247,2.617,0.93,11.21,1.00
13248,2.617,0.93,11.21,1.00
13249,2.617,0.93,11.21,1.00
13250,2.617,0.93,11.21,1.00
13251,2.68,0.94,-1.459,0.19
13252,2.68,0.94,-1.459,0.19
13253,2.68,0.94,-1.459,0.19
13254,3.704,0.98,6.781,1.00
13255,3.704,0.98,6.781,1.00
13256,3.704,0.98,6.781,1.00
13257,3.704,0.98,6.781,1.00
13258,3.704,0.98,6.781,1.00
13259,3.704,0.98,6.781,1.00
13260,3.704,0.98,6.781,1.00
13261,3.121,0.96,0.6422,0.66
13262,3.121,0.96,0.6422,0.66
13263,3.691,0.98,19.66,1.00
13264,2.516,0.93,9.847,1.00
13265,2.516,0.93,9.847,1.00
13266,2.516,0.93,9.847,1.00
13267,2.516,0.93,9.847,1.00
13268,2.516,0.93,9.847,1.00
13269,2.516,0.93,9.847,1.00
13270,2.516,0.93,9.847,1.00
13271,2.962,0.95,7.183,1.00
13272,2.962,0.95,7.183,1.00
13273,2.962,0.95,7.183,1.00
13274,2.962,0.95,7.183,1.00
13275,2.962,0.95,7.183,1.00
13276,2.962,0.95,7.183,1.00
13277,2.962,0.95,7.183,1.00
13278,2.842,0.94,4.338,0.99
13279,2.842,0.94,4.338,0.99
13280,2.543,0.93,6.366,1.00
13281,3.089,0.96,-1.341,0.21
13282,3.089,0.96,-1.341,0.21
13283,3.089,0.96,-1.341,0.21
13284,2.901,0.95,13.49,1.00
13285,2.901,0.95,13.49,1.00
13286,2.901,0.95,13.49,1.00
13287,3.681,0.98,3.186,0.96
13288,3.681,0.98,3.186,0.96
13289,3.681,0.98,3.186,0.96
13290,3.681,0.98,3.186,0.96
13291,3.393,0.97,23.06,1.00
13292,3.393,0.97,23.06,1.00
13293,3.393,0.97,23.06,1.00
13294,3.931,0.98,6.962,1.00
13295,3.931,0.98,6.962,1.00
13296,3.931,0.98,6.962,1.00
13297,3.931,0.98,6.962,1.00
13298,3.931,0.98,6.962,1.00
13299,3.931,0.98,6.962,1.00
13300,2.913,0.95,4.416,0.99
13301,4.171,0.98,-12.34,0.00
13302,4.634,0.99,-9.049,0.00
13303,1.23,0.77,6.122,1.00
13304,1.23,0.77,6.122,1.00
13305,1.23,0.77,6.122,1.00
13306,1.23,0.77,6.122,1.00
13307,1.23,0.77,6.122,1.00
13308,1.23,0.77,6.122,1.00
13309,1.23,0.77,6.122,1.00
13310,1.23,0.77,6.122,1.00
13311,2.146,0.90,0.3739,0.59
13312,2.146,0.90,0.3739,0.59
13313,2.146,0.90,0.3739,0.59
13314,3.164,0.96,0.9041,0.71
13315,3.164,0.96,0.9041,0.71
13316,3.334,0.97,13.31,1.00
13317,3.334,0.97,13.31,1.00
13318,4.315,0.99,10.6,1.00
13319,4.315,0.99,10.6,1.00
13320,4.315,0.99,10.6,1.00
13321,3.089,0.96,1.123,0.75
13322,3.089,0.96,1.123,0.75
13323,3.089,0.96,1.123,0.75
13324,2.843,0.94,6.01,1.00
13325,2.844,0.95,5.173,0.99
13326,2.844,0.95,5.173,0.99
13327,2.844,0.95,5.173,0.99
13328,2.844,0.95,5.173,0.99
13329,2.844,0.95,5.173,0.99
13330,2.844,0.95,5.173,0.99
13331,3.109,0.96,-0.2707,0.43
13332,3.109,0.96,-0.2707,0.43
13333,3.109,0.96,-0.2707,0.43
13334,3.109,0.96,-0.2707,0.43
13335,3.109,0.96,-0.2707,0.43
13336,3.203,0.96,14.94,1.00
13337,3.203,0.96,14.94,1.00
13338,3.203,0.96,14.94,1.00
13339,3.203,0.96,14.94,1.00
13340,3.097,0.96,4.585,0.99
13341,3.015,0.95,-8.991,0.00
13342,3.015,0.95,-8.991,0.00
13343,2.723,0.94,-3.689,0.02
13344,2.723,0.94,-3.689,0.02
13345,3.506,0.97,-2.186,0.10
13346,3.506,0.97,-2.186,0.10
13347,3.506,0.97,-2.186,0.10
13348,3.506,0.97,-2.186,0.10
13349,4.341,0.99,6.196,1.00
13350,4.341,0.99,6.196,1.00
13351,3.756,0.98,-8.064,0.00
13352,3,0.95,0.0511,0.51
13353,3.887,0.98,6.653,1.00
13354,3.887,0.98,6.653,1.00
13355,3.887,0.98,6.653,1.00
13356,3.887,0.98,6.653,1.00
13357,3.887,0.98,6.653,1.00
13358,3.887,0.98,6.653,1.00
13359,3.887,0.98,6.653,1.00
13360,3.887,0.98,6.653,1.00
13361,3.498,0.97,-18.87,0.00
13362,4.232,0.99,1.739,0.85
13363,4.232,0.99,1.739,0.85
13364,4.232,0.99,1.739,0.85
13365,4.232,0.99,1.739,0.85
13366,4.232,0.99,1.739,0.85
13367,4.23,0.99,5.51,1.00
13368,4.23,0.99,5.51,1.00
13369,4.23,0.99,5.51,1.00
13370,4.23,0.99,5.51,1.00
13371,3.73,0.98,-19.71,0.00
13372,3.73,0.98,-19.71,0.00
13373,3.782,0.98,-17.61,0.00
13374,4.293,0.99,-1.163,0.24
13375,1.176,0.76,16.04,1.00
13376,1.176,0.76,16.04,1.00
13377,2.053,0.89,4.873,0.99
13378,2.053,0.89,4.873,0.99
13379,2.053,0.89,4.873,0.99
13380,2.053,0.89,4.873,0.99
13381,4.274,0.99,-16.41,0.00
13382,2.672,0.94,-16.28,0.00
13383,2.535,0.93,-1.89,0.13
13384,2.535,0.93,-1.89,0.13
13385,2.535,0.93,-1.89,0.13
13386,3.717,0.98,11.25,1.00
13387,3.717,0.98,11.25,1.00
13388,3.717,0.98,11.25,1.00
13389,3.717,0.98,11.25,1.00
13390,3.741,0.98,11.51,1.00
13391,4.418,0.99,-19.53,0.00
13392,4.418,0.99,-19.53,0.00
13393,2.488,0.92,4.285,0.99
13394,2.488,0.92,4.285,0.99
13395,2.488,0.92,4.285,0.99
13396,2.488,0.92,4.285,0.99
13397,2.488,0.92,4.285,0.99
13398,2.488,0.92,4.285,0.99
13399,2.488,0.92,4.285,0.99
13400,2.488,0.92,4.285,0.99
13401,3.018,0.95,-16.5,0.00
13402,2.287,0.91,-3.248,0.04
13403,2.287,0.91,-3.248,0.04
13404,2.287,0.91,-3.248,0.04
13405,2.287,0.91,-3.248,0.04
13406,2.287,0.91,-3.248,0.04
13407,2.287,0.91,-3.248,0.04
13408,2.287,0.91,-3.248,0.04
13409,2.287,0.91,-3.248,0.04
13410,3.216,0.96,9.851,1.00
13411,3.789,0.98,-15.55,0.00
13412,2.098,0.89,-4.227,0.01
13413,3.3,0.96,-2.55,0.07
13414,3.3,0.96,-2.55,0.07
13415,2.88,0.95,3.068,0.96
13416,2.88,0.95,3.068,0.96
13417,2.88,0.95,3.068,0.96
13418,2.88,0.95,3.068,0.96
13419,2.88,0.95,3.068,0.96
13420,2.88,0.95,3.068,0.96
13421,4.095,0.98,-4.295,0.01
13422,4.095,0.98,-4.295,0.01
13423,3.507,0.97,4.197,0.99
13424,3.507,0.97,4.197,0.99
13425,3.507,0.97,4.197,0.99
13426,3.507,0.97,4.197,0.99
13427,3.507,0.97,4.197,0.99
13428,3.507,0.97,4.197,0.99
13429,3.507,0.97,4.197,0.99
13430,3.507,0.97,4.197,0.99
13431,3.491,0.97,-12.57,0.00
13432,3.177,0.96,-2.061,0.11
13433,2.587,0.93,9.605,1.00
13434,2.587,0.93,9.605,1.00
13435,2.587,0.93,9.605,1.00
13436,2.587,0.93,9.605,1.00
13437,2.587,0.93,9.605,1.00
13438,2.94,0.95,6.398,1.00
13439,2.94,0.95,6.398,1.00
13440,2.94,0.95,6.398,1.00
13441,4.082,0.98,-19.13,0.00
13442,1.929,0.87,-1.987,0.12
13443,1.929,0.87,-1.987,0.12
13444,1.929,0.87,-1.987,0.12
13445,2.472,0.92,0.2624,0.57
13446,2.472,0.92,0.2624,0.57
13447,2.472,0.92,0.2624,0.57
13448,2.472,0.92,0.2624,0.57
13449,2.436,0.92,1.854,0.86
13450,2.436,0.92,1.854,0.86
13451,4.368,0.99,-11.77,0.00
13452,3.34,0.97,-1.587,0.17
13453,3.34,0.97,-1.587,0.17
13454,3.299,0.96,0.2535,0.56
13455,3.299,0.96,0.2535,0.56
13456,3.299,0.96,0.2535,0.56
13457,3.158,0.96,12.02,1.00
13458,3.465,0.97,2.829,0.94
13459,3.465,0.97,2.829,0.94
